brand,car_model,datetime,desc,id,id_,problem,status,type,type_
一汽-大众,高尔夫,2020-08-27,一汽大众高尔夫经销商不退订金希望尽快处理,,514609,"K309,",用户评分,,2020款 挚爱版 280TSI DSG R-Line
一汽丰田,亚洲龙,2020-08-27,一汽丰田亚洲龙发动机抖动熄火望厂家解决,,514603,"A24,A14,",信息审核,,2019款 2.5L 进取版 国Ⅵ
上汽大众,凌渡,2020-08-27,上汽大众凌渡4S店维修后仪表盘出现划痕,,514600,"I295,J300,",处理反馈,,2019款 280TSI DSG 舒适版 国VI
东风风行,景逸X5,2020-08-27,东风风行景逸X5离合器分泵漏油严重,,514597,"C207,",处理反馈,,2017款 2.0L 手动 豪华型
奇瑞汽车,瑞虎8,2020-08-27,奇瑞瑞虎8氛围灯开裂希望尽快处理,,514595,"H168,",处理反馈,,2019款 1.6TGDI 自动 精英型
一汽-大众奥迪,奥迪Q3,2020-08-27,一汽大众奥迪Q3轮速传感器故障希望厂家处理,,514587,"H234,",信息审核,,2017款 35 TFSI 风尚型
东风悦达起亚,智跑,2020-08-27,起亚智跑4S店销售重复收取保险费用不退还,,514585,"I295,M315,",处理反馈,,2019款 2.0L 自动 智享豪华版
北京奔驰,奔驰GLB,2020-08-27,北京奔驰GLB车内异响多次维修未解决,,514581,"H164,J298,",信息审核,,2020款 GLB 200 动感型
东风标致,标致301,2020-08-27,东风标致301搭电后ABS泵故障希望处理,,514579,"E74,",处理反馈,,2014款 1.6L 手动 舒适版
上汽大众,朗逸,2020-08-27,上汽大众朗逸经销商出售展车 强制购买保险,,514571,"I293,K325,M283,",处理反馈,,2019款 朗逸启航 1.5L 自动 风尚版 国VI
奇瑞捷豹路虎,发现神行,2020-08-27,奇瑞路虎发现神行凸轮轴损伤发动机故障灯亮,,514564,"A34,",处理反馈,,2016款 2.0T HSE
长城汽车,长城C50,2020-08-27,长城C50发动机烧机油异响 涡轮增压器渗油,,514562,"A9,A12,A63,A189,",处理反馈,,2012款 1.5T 时尚型
东风日产,逍客,2020-08-27,东风日产逍客行驶顿挫变速箱报故障码,,514560,"B19,B96,",处理反馈,,2016款 2.0L CVT 精英版
DS汽车,DS 5LS,2020-08-27,DS 5LS发动机高温 节温器不能开启,,514559,"A191,",信息审核,,2015款 1.6T 雅致版THP160
长城汽车,哈弗H7,2020-08-27,哈弗F7变速箱报警无法挂入倒挡要求解决,,514554,"B96,B246,J298,J301,",处理反馈,,2016款 2.0T 精英型
东风乘用车,风神A60,2020-08-27,东风风神A60经销商过度维修更换未受损配件,,514550,"J306,",用户评分,,2016款 1.4T 手动 尊贵型
吉利汽车,帝豪GS,2020-08-27,吉利帝豪GS变速箱顿挫加速无力4S店不解决,,514549,"A114,B19,B334,I295,",处理反馈,,2018款 1.4T 自动 领潮版 领尚智联型
奇瑞新能源,奇瑞eQ,2020-08-27,奇瑞eQ动力电池漏液4S店不予保修,,514544,"H343,I297,",厂家受理,,2015款 舒适型
东风标致,标致408,2020-08-27,东风标致408行驶中空调压缩机异响,,514542,"H101,",处理反馈,,2014款 1.8L 自动 豪华版
华晨宝马,宝马5系新能源,2020-08-27,华晨宝马5系新能源发动机故障灯多次报警,,514541,"A34,A346,N318,",信息审核,,2020款 530Le 里程升级版 豪华套装
长安汽车,奔奔EV,2020-08-27,长安奔奔EV轻踩刹车时车轮抱死异响,,514535,"E270,",信息审核,,2017款 180公里 标准型
中国重汽,豪沃,2020-08-27,中国重汽豪沃发动机无法启动缸盖损坏,,514525,"A44,",信息审核,,苍栏
东风日产,逍客,2020-08-27,东风日产逍客变速箱顿挫挂挡困难希望质保,,514524,"B19,B20,",用户评分,,2017款 2.0L CVT 豪华版 国V
沃尔沃亚太,沃尔沃S60,2020-08-27,亚太沃尔沃S60油箱加油频繁跳枪影响使用,,514521,"H271,",信息审核,,2015款 2.0T T5 智驭版
长安林肯,冒险家,2020-08-27,长安林肯冒险家车机黑屏转向灯失灵,,514520,"A44,D57,H202,",信息审核,,2020款 2.0T 两驱 尊雅版
吉利汽车,帝豪GS,2020-08-27,吉利帝豪GS倒车影像摄像头进水不予质保,,514519,"A12,H134,H101,H67,I297,",用户评分,,2016款 1.3T 手动 领尚型 优雅版
东风日产,天籁,2020-08-27,东风日产天籁发动机与变速箱连接处漏油,,514516,"A12,B22,",处理反馈,,2020款 改款 2.0L XL 舒适版
东风标致,标致408,2020-08-27,东风标致408发动机烧机油要求尽快解决,,514509,"A63,",处理反馈,,2018款 1.8L 自动 豪华版
星途,星途TX,2020-08-27,星途TX发动机启停故障电瓶亏电4S店不解决,,514507,"B96,B184,H146,H263,I295,",信息审核,,2019款 TXL 1.6T 两驱 钻石版
一汽-大众,T-ROC探歌,2020-08-27,一汽大众探歌高压油泵异响希望厂家处理,,514505,"A9,",处理反馈,,2018款 280TSI DSG 两驱 豪华型 国VI
东风标致,标致408,2020-08-27,东风标致408颠簸路面行驶后桥异响,,514503,"G158,",处理反馈,,2014款 1.8L 自动 豪华版
东风标致,标致3008,2020-08-27,东风标致3008蓄电池充电或供电系统故障,,514501,"H110,",处理反馈,,2013款 1.6T 自动 THP至尚版
福田汽车,奥铃,2020-08-27,北汽福田奥铃发动机高温缺水维修后未解决,,514499,"A191,J298,",信息审核,,2007款 BJ1049V8JEA-B
东风乘用车,风神AX7,2020-08-27,东风风神AX7刹车失灵希望厂家解决处理,,514496,"E29,I295,I293,",处理反馈,,2019款 经典 230T 手动 精英型 国V
上汽大众,朗逸,2020-08-27,上汽大众朗逸车内异味严重要求厂家解决,,514494,"H185,",处理反馈,,2013款 1.6L 自动 风尚版 改款
广汽丰田,雷凌,2020-08-27,广汽丰田雷凌USB提示拔出蓝牙音乐卡顿,,514491,"H155,H110,I295,I293,I281,",信息审核,,2019款 双擎 1.8H E-CVT 豪华版 国VI
一汽-大众,迈腾,2020-08-27,一汽大众迈腾车内异味更换隔音棉后未解决,,514490,"H185,",处理反馈,,2013款 1.8TSI 尊贵型
吉利汽车,帝豪GL,2020-08-27,吉利帝豪GL变速箱顿挫严重 车内异响,,514486,"B19,H185,",处理反馈,,2018款 1.8L 自动 精英智联型
奥迪（进口）,奥迪Q8,2020-08-27,奥迪Q8行驶中天窗异响要求尽快处理,,514484,"H89,",信息审核,,2019款 45 TFSI 豪华致雅型
广汽丰田,雷凌,2020-08-27,广汽丰田雷凌转向异响存在严重质量问题,,514481,"D59,",信息审核,,2019款 185T CVT 尊享版 国VI
北汽银翔,幻速S3L,2020-08-27,北汽幻速S3L低速行驶底盘异响希望厂家解决,,514480,"G56,O326,",信息审核,,2016款 1.5L 尊享型
众泰汽车,大迈X7,2020-08-27,众泰大迈X7终身保养承诺不兑现,,514479,"L314,",信息审核,,2017款 1.8T 手动 尊贵型
猎豹汽车,Mattu,2020-08-27,猎豹Mattu变速箱无动力输出ESC系统报警,,514477,"A34,B334,E74,I294,",信息审核,,2018款 1.6T GDI DCT 尊贵型
华晨宝马,宝马5系新能源,2020-08-27,华晨宝马5系新能源高压电池频繁出现故障,,514474,"H343,",处理反馈,,2018款 530Le 豪华套装
上汽大众,朗逸,2020-08-27,上汽大众朗逸车内异味持续存在无法去除,,514472,"H185,",处理反馈,,2017款 1.6L 手动 舒适版
华晨宝马,宝马X1,2020-08-27,华晨宝马X1踩油门电流声很大要求解决,,514471,"A9,",信息审核,,2020款 sDrive20Li 时尚型
SWM斯威汽车,SWM斯威X7,2020-08-27,斯威X7远程控制无法使用 坡道辅助功能缺失,,514467,"H155,O348,",处理反馈,,2016款 1.5T 豪华型
一汽-大众,速腾,2020-08-26,一汽大众速腾变速箱行驶过程中异响,,514462,"B33,",处理反馈,,2015款 230TSI  自动 豪华型
长城汽车,炮,2020-08-26,长城炮低速四驱分动箱严重异响 4S店不解决,,514458,"H86,I295,",处理反馈,,2019款 2.0T 商用版 手动 四驱 精英型 长箱 GW4D20M 柴油
东风日产,轩逸,2020-08-26,东风日产轩逸4S店销售人员强制搭售,,514454,"K325,",用户评分,,2019款 1.6XL CVT 豪华版 经典
上汽大众,朗逸,2020-08-26,上汽大众朗逸车内异味严重要求厂家解决,,514447,"H185,",用户评分,,2017款 1.6L 自动 舒适版
东风本田,本田XR-V,2020-08-26,东风本田XR-V发动机冷启动异响希望解决,,514446,"A9,",信息审核,,2017款 1.5L LXi CVT 经典版
众泰汽车,众泰T600 Coupe,2020-08-26,众泰T600 Coupe排气管漏气厂家无配件,,514444,"H31,N318,",信息审核,,2017款 1.5T 自动 尊贵型
一汽丰田,普拉多,2020-08-26,一汽丰田普拉多座椅骨架生锈4S店不予解决,,514442,"H79,I295,I282,I281,",信息审核,,2019款 3.5L 自动 TX-L尊享版 后挂备胎
特斯拉（进口）,MODEL S,2020-08-26,特斯拉MODEL S动力电池故障4S店不保修,,514441,"H343,I297,",信息审核,,2016款 MODEL S 70D
上汽大众,朗逸,2020-08-26,上汽大众朗逸一键启动无法使用4S店不解决,,514440,"H240,I295,",处理反馈,,2017款 1.6L 手动 舒适版
上汽集团,荣威350,2020-08-26,上汽荣威350正时链条拉长要求解决,,514433,"A24,A34,A163,A45,",处理反馈,,2013款 1.5L 手动 迅驰版  350S
广汽菲克菲亚特,菲翔,2020-08-26,广汽菲亚特菲翔变速箱故障导致不能挂倒挡,,514431,"B20,",厂家受理,,2013款 1.4T  周年纪念版
一汽-大众,宝来,2020-08-26,一汽大众宝来4S店销售问题车要求处理,,514427,"M284,",处理反馈,,2020款 1.5L 自动 舒适型
星途,星途LX,2020-08-26,星途LX后备箱饰板与密封胶条处有瑕疵不贴合,,514426,"H168,",信息审核,,2019款 1.6T DCT 星尊版
一汽-大众,高尔夫,2020-08-26,一汽大众高尔夫飞轮生锈导致运转时异响,,514425,"A9,",处理反馈,,2015款 1.4TSI 自动 舒适型
长城汽车,哈弗H2,2020-08-26,哈弗H2高速行驶时车辆出现自燃的现象,,514424,"H40,",处理反馈,,2016款 1.5T 手动 两驱精英型
上汽通用五菱,五菱宏光,2020-08-26,上汽通用五菱宏光车门出现生锈的现象,,514423,"H79,",处理反馈,,2016款 1.5L 舒适型 S
上汽大众,朗逸,2020-08-26,上汽大众朗逸自购车起车内一直存在异味,,514421,"H185,",处理反馈,,2013款 1.6L 手动 风尚版
一汽-大众,迈腾,2020-08-26,一汽大众迈腾变速箱机电控制单元故障,,514420,"B96,B84,",处理反馈,,2017款 330TSI DSG 领先型
江铃福特,领界,2020-08-26,江铃福特领界电瓶亏电导致发动机无法启动,,514419,"H146,",处理反馈,,2019款 EcoBoost 145 CVT 铂领型 国VI
东风日产,轩逸,2020-08-26,东风日产轩逸加速行驶时变速箱顿挫有异响,,514417,"B33,B19,",用户评分,,2019款 1.6XL CVT 豪华版 经典
华晨中华,中华V7,2020-08-26,中华V7车辆解锁时四门玻璃自动下降,,514416,"H67,H197,",信息审核,,2018款 280T DCT 尊贵型 5座
一汽-大众,速腾,2020-08-26,一汽大众速腾行驶过程中发动机熄火,,514410,"A14,",处理反馈,,2019款 280TSI DSG 舒适型 国VI
福田汽车,欧马可,2020-08-26,福田欧马可油箱变形 液位传感器故障,,514408,"H271,H234,",信息审核,,2007款 欧马可N BJ1049V8PD6-3
广汽本田,飞度,2020-08-26,广汽本田飞度启动时异响希望尽快处理,,514406,"A9,",处理反馈,,2014款 1.5L 手动 LX舒适型
奇瑞汽车,捷途X70,2020-08-26,捷途X70车身生锈天窗漏水离合踏板脚垫开裂,,514396,"H79,H168,H109,H90,",用户评分,,2018款 1.5T 手动 悦行版
广汽本田,冠道,2020-08-26,广汽本田冠道后备箱左侧严重漏水,,514394,"H109,",用户评分,,2017款 370TURBO 自动 两驱 豪华版
一汽-大众,宝来,2020-08-26,一汽大众宝来经销商出售问题车尾灯有色差,,514385,"M284,",处理反馈,,2020款 1.5L 自动 舒适型
上汽集团,锐腾,2020-08-26,上汽名爵锐腾变速箱顿挫换挡异响严重,,514382,"B33,B19,",处理反馈,,2016款 1.5TGI 手动 超值版
东风日产,轩逸,2020-08-26,东风日产轩逸变速箱顿挫异响希望厂家处理,,514379,"B33,B19,",处理反馈,,2018款 1.6XV CVT 尊享版
东风日产,天籁,2020-08-26,东风日产天籁底盘减震器异响希望厂家处理,,514377,"G52,G56,",信息审核,,2019款 2.0L XL 舒适版
广汽丰田,YARiS L 致炫,2020-08-26,广汽丰田致炫行驶中方向盘无法自动回正,,514376,"D154,",信息审核,,2019款 1.5E CVT 魅动版 国VI
一汽红旗,红旗H5,2020-08-26,一汽红旗H5行驶中方向跑偏四轮定位未解决,,514375,"G117,",信息审核,,2019款 30TD 智联灵动版
广汽丰田,凯美瑞,2020-08-26,广汽丰田凯美瑞中控台开裂发动机烧机油,,514374,"A63,H176,",信息审核,,2007款 240G 豪华版
一汽-大众,高尔夫,2020-08-26,一汽大众高尔夫仪表提示变速箱故障灯亮,,514372,"B96,",处理反馈,,2015款 1.6L 自动 舒适型
北京越野,北京BJ20,2020-08-26,北京BJ20车门空调压缩机异响希望厂家处理,,514371,"E159,H101,H72,",处理反馈,,2016款 1.5T CVT 尊贵型
一汽-大众奥迪,奥迪A4L,2020-08-26,一汽大众奥迪A4L变速箱阀体有故障,,514368,"B33,B19,B84,",信息审核,,2019款 40 TFSI 时尚型 国VI
江铃福特,领界,2020-08-26,江铃福特领界自动启停功能无法使用轮毂腐蚀,,514367,"H243,H263,",处理反馈,,2019款 EcoBoost 145 CVT 铂领型 国V
上汽大众,桑塔纳,2020-08-26,上汽大众桑塔纳车辆自燃导致严重损失,,514365,"H40,",处理反馈,,2017款 1.6L 手动 风尚型 Cross
广汽三菱,欧蓝德,2020-08-26,广汽三菱欧蓝德抖动顿挫噪音大 厂家不解决	,,514360,"A38,B19,",厂家受理,,2019款 2.0L 两驱 畅享版 5座 国VI
北京现代,领动,2020-08-26,北京现代领动方向盘凸起 锦湖轮胎鼓包,,514357,"F39,H157,",厂家受理,,2020款 1.4T 双离合 炫动·活力型
君马汽车,君马S70,2020-08-26,君马S70大灯进水 电瓶亏电 方向机故障,,514356,"D265,H146,H88,",信息审核,,2018款 1.5T 自动 豪华型 5座
奇瑞汽车,风云2,2020-08-26,奇瑞风云2后轮吃胎偏磨影响安全行驶,,514354,"G245,",处理反馈,,2013款 1.5L 手动 锐意版 两厢
奇瑞汽车,瑞虎8,2020-08-26,奇瑞瑞虎8车身漏水导致泡水希望处理,,514345,"H109,",处理反馈,,2019款 1.6TGDI 自动 尊贵型
一汽丰田,普拉多,2020-08-26,一汽丰田普拉多发动机无法启动 承诺不兑现,,514343,"A44,L313,",信息审核,,2018款 3.5L 自动 TX-L 后挂备胎
广汽丰田,凯美瑞,2020-08-26,广汽丰田凯美瑞方向盘脱皮存在质量问题,,514342,"H168,",用户评分,,2016款 2.0G 自动 十周年纪念领先版
东风本田,本田CR-V,2020-08-26,东风本田CR-V主驾驶门内饰板异响,,514338,"H72,",用户评分,,2019款 240TURBO CVT 两驱 风尚版 国V
沃尔沃（进口）,沃尔沃XC90,2020-08-26,沃尔沃XC90低频噪音高达97分贝,,514337,"H268,",信息审核,,2020款 改款 T6 智逸豪华版 7座
一汽-大众,探岳,2020-08-26,一汽大众探岳行驶时左前悬架出现异响,,514334,"G204,",处理反馈,,2019款 330TSI 两驱 豪华型 国Ⅵ
广汽三菱,欧蓝德,2020-08-26,广汽三菱欧蓝德方向盘不正行驶跑偏,,514333,"D154,G117,",厂家受理,,2017款 2.0L 两驱 荣耀版 5座
长城汽车,哈弗H2,2020-08-26,哈弗H2开启空调后发动机抖动异响严重,,514329,"A9,A24,",用户评分,,2014款 1.5T 手动 两驱精英版 5座
东风日产,逍客,2020-08-26,东风日产逍客变速箱颤抖 换挡缓慢 加油不走,,514326,"B20,B95,B334,",处理反馈,,2016款 2.0L CVT 精英版
东风标致,标致308,2020-08-26,东风标致308真皮座椅破损空调拨片损坏,,514322,"H101,H168,H169,H121,",处理反馈,,2013款 1.6L 自动 优尚型
奇瑞汽车,瑞虎8,2020-08-26,奇瑞瑞虎8变速箱顿挫 刹车前冲,,514320,"B19,E196,",处理反馈,,2018款 1.5TCI 自动 豪华型 5座
北京现代,索纳塔九,2020-08-26,北京现代索纳塔九质保期内真皮座椅破裂,,514319,"H168,I297,",用户评分,,2015款 1.6T 双离合 GLS智能型
一汽解放,虎VH,2020-08-26,一汽解放虎VH发动机水温高维修未解决,,514316,"A191,",信息审核,,轻卡
奇瑞新能源,奇瑞eQ1,2020-08-26,奇瑞eQ1车门漆面起皮要求厂家解决,,514314,"H81,",厂家受理,,2019款 小蚂蚁 智享版 4座 30.6kWh
众泰汽车,众泰SR9,2020-08-26,众泰SR9变速箱挂挡后车辆无法行驶,,514311,"B334,",信息审核,,2017款 2.0T 自动 极致之心版
众泰汽车,众泰E200,2020-08-26,众泰E200电控故障厂家无配件无法维修,,514307,"A346,N318,",信息审核,,2018款 Pro
上汽大众,途观,2020-08-26,上汽大众途观转向机异响4S店不予保修,,514306,"D59,L310,",处理反馈,,2016款 280TSI 自动 两驱 丝绸之路舒适版
东风日产,阳光,2020-08-26,东风日产阳光变速箱报P0846故障码,,514304,"B84,",处理反馈,,2011款 1.5L CVT XE 舒适版
广汽丰田,凯美瑞,2020-08-26,广汽丰田凯美瑞发动机怠速不稳仪表指针抖动,,514303,"A35,H202,",处理反馈,,2019款 改款 2.5G 豪华版
华晨宝马,宝马X1,2020-08-26,华晨宝马X1冷启动时怠速不稳希望厂家处理,,514301,"A35,",信息审核,,2016款 sDrive18Li 尊享型
江淮汽车,瑞风S3,2020-08-26,江淮瑞风S3正常使用防冻液减少查不出原因,,514296,"A37,",处理反馈,,2016款 1.5L 手动 豪华智能尊享版
华晨宝马,宝马1系,2020-08-26,华晨宝马1系车辆出险正面碰撞气囊未弹出,,514293,"H55,",信息审核,,2018款 118i 运动型
沃尔沃亚太,沃尔沃XC40,2020-08-26,亚太沃尔沃XC40购车时厂家赠送的礼包未兑现,,514291,"L313,",信息审核,,2020款 T4 四驱 智远 运动版
上汽大众,途岳,2020-08-26,上汽大众途岳涡轮增压器接口严重生锈,,514288,"H79,",处理反馈,,2020款 280TSI 两驱 豪华版PLUS 国VI
一汽-大众,迈腾,2020-08-26,一汽大众迈腾发动机多次熄火4S店无法解决,,514286,"A14,J298,J300,",处理反馈,,2019款 330TSI DSG 领先型 国V
吉利汽车,帝豪GL,2020-08-26,吉利帝豪GL机盖拉线断裂要求给予解决,,514278,"H197,",处理反馈,,2017款 1.8L 手动 精英型
一汽-大众,探岳,2020-08-26,大众探岳低速行驶变速箱异响4S店无法解决,,514276,"B33,I295,",处理反馈,,2020款 330TSI 两驱 豪华智联版
东风日产,奇骏,2020-08-26,东风日产奇骏空调蒸发器漏液导致制冷差,,514275,"H101,",信息审核,,2014款 2.0L XL CVT 两驱 舒适版
上汽大众,桑塔纳,2020-08-26,大众桑塔纳远光灯亮度低启停系统设计不合理,,514268,"H82,Q322,",用户评分,,2019款 1.5L 自动 风尚版 国VI
东风日产,奇骏,2020-08-26,东风日产奇骏天窗排水管堵塞导致漏水,,514266,"H90,",处理反馈,,2017款 2.0L CVT 舒适版 5座 2WD
北汽银翔,幻速S6,2020-08-26,北汽幻速S6发动机噪音大后视镜漆面变色,,514259,"A38,H201,H211,N318,O326,",信息审核,,2017款 1.5T 手动 智能型
北京现代,领动,2020-08-26,北京现代领动ABS故障灯报警时速表跳动,,514258,"E74,E62,H202,",处理反馈,,2016款 1.6L 自动 智炫·精英型
大众（进口）,夏朗,2020-08-26,进口大众夏朗ABS泵损坏导致故障灯亮,,514241,"E74,",信息审核,,2017款 380TSI 旗舰型 7座
北汽昌河,北汽昌河M50S,2020-08-26,北汽昌河M50S发动机无法提速4S店无配件,,514236,"A9,A24,A160,J298,N320,",处理反馈,,2019款 1.4L 商务舱 K14B-F 改款
东风乘用车,风神AX4,2020-08-26,东风风神AX4刹车盘生锈严重要求解决,,514231,"E42,",处理反馈,,2018款 1.6L DCT 潮尚型 天窗版
东风裕隆,优6 SUV,2020-08-26,纳智捷优6 SUV发动机无法提速要求处理,,514224,"A9,A160,L314,",处理反馈,,2015款 2.0T 智尊型
一汽丰田,亚洲龙,2020-08-26,一汽丰田亚洲龙变速箱异响希望厂家处理问题,,514222,"B33,",信息审核,,2019款 2.0L XLE 尊享版 国VI
上汽大众,途岳,2020-08-26,上汽大众途岳后风挡出现裂痕4S店不予解决,,514221,"H113,I295,I281,",处理反馈,,2020款 280TSI 两驱 豪华版 国VI
广汽本田,凌派,2020-08-26,广汽本田凌派左后车窗突然爆裂厂家不保修,,514220,"H113,",处理反馈,,2019款 180Turbo CVT 舒适版 国VI
华晨宝马,宝马5系,2020-08-26,华晨宝马5系天窗B柱异响 底盘转向异响,,514208,"D59,G56,H15,H89,H82,",信息审核,,2020款 530Li 领先型 M运动套装
广汽本田,冠道,2020-08-26,广汽本田冠道发动机启动及过坑洼路面异响,,514202,"A9,",用户评分,,2017款 240TURBO CVT 两驱 精英版
吉利新能源,星越新能源,2020-08-26,吉利星越新能源车机互联功能失效,,514201,"H155,",处理反馈,,2019款 400T 耀星者 纯电动续航56KM
一汽-大众,探岳GTE,2020-08-26,一汽大众探岳GTE充电故障4S店补贴不兑现,,514199,"H340,I295,I293,L313,O353,",处理反馈,,2020款 1.4T 豪华型
东风日产,奇骏,2020-08-26,东风日产奇骏发动机噪音大自动熄火,,514196,"A38,A14,",处理反馈,,2019款 2.0L CVT 智联舒适版 5座 2WD
一汽-大众,速腾,2020-08-26,一汽大众速腾后部悬挂高度低希望厂家处理,,514191,"G204,",处理反馈,,2018款 280TSI DSG熠动版
一汽-大众,CC,2020-08-26,一汽大众CC首保后发动机漏油 4S店不回复,,514187,"A12,I282,",处理反馈,,2020款 330TSI 魅颜版 国V
东风标致,标致508,2020-08-26,东风标致508进气管连接处严重受损,,514186,"H168,",处理反馈,,2015款 1.6THP 自动 致臻版
一汽-大众,高尔夫,2020-08-26,一汽大众高尔夫变速箱故障灯报警要求处理,,514184,"B96,B184,",用户评分,,2016款 1.6L  自动 舒适型
广汽丰田,雷凌,2020-08-26,广汽丰田雷凌转向异响4S店无法解决,,514174,"D59,",处理反馈,,2019款 185T CVT 豪华版 国V
一汽-大众,迈腾,2020-08-26,一汽大众迈腾变速箱漏油希望厂家质保处理,,514168,"B22,",处理反馈,,2019款 280TSI DSG 领先型 国V
御捷新能源,御捷E驰,2020-08-26,御捷E驰动力电池故障导致无法正常行驶,,514167,"H343,",信息审核,,2017款 标准型
东风雷诺,雷诺e诺,2020-08-26,东风雷诺e诺厂家无配件导致无法维修车辆,,514165,"N318,",信息审核,,2019款 e尚型
北京现代,胜达,2020-08-26,北京现代胜达电子手刹抱死无法释放,,514163,"E159,",处理反馈,,2013款 2.0T 自动 四驱 顶级型 TOP
东风启辰,启辰e30,2020-08-26,启辰e30空调制冷效果差维修未解决问题,,514159,"H101,",信息审核,,2020款 精睿版
一汽大众,捷达VS5,2020-08-26,捷达VS5涡轮增压器与车门铰链生锈,,514157,"H79,H109,",处理反馈,,2019款 280TSI 自动 悦享型
东风标致,标致308,2020-08-26,东风标致308变速箱升挡异响希望厂家解决,,514156,"B33,",处理反馈,,2019款 230THP 自动 豪华版 国VI
一汽-大众奥迪,奥迪A4L,2020-08-26,一汽大众奥迪A4L发动机气门弹簧断裂,,514149,"A251,",信息审核,,2016款 2.0T CVT 舒适型 典藏版
一汽大众,捷达VS5,2020-08-26,捷达VS5玲珑轮胎开裂希望厂家处理,,514147,"F100,",处理反馈,,2019款 280TSI 自动 悦享型
上汽集团,名爵3,2020-08-26,上汽名爵3变速箱拨插头断裂希望厂家质保,,514140,"B77,H168,",用户评分,,2013款 1.5L AMT 豪华版
上汽大众,途观L,2020-08-26,上汽大众途观L车顶行李架变形天窗漏水,,514137,"H90,H179,",处理反馈,,2017款 330TSI 两驱 旗舰版
北京现代,悦纳,2020-08-26,北京现代悦纳后保险杠车漆有凹凸感不光滑,,514136,"H81,I295,",处理反馈,,2020款 1.4L 手动 青春版GS
一汽-大众,速腾,2020-08-26,一汽大众速腾行驶过程中天窗和后轮出现异响,,514133,"G125,H89,",用户评分,,2018款 1.6L 自动 舒适型
上汽斯柯达,柯迪亚克GT,2020-08-26,斯柯达柯迪亚克GT方向盘和油门抖动,,514132,"A174,D80,",处理反馈,,2019款 TSI330 两驱 豪华版 国VI
一汽-大众,迈腾,2020-08-26,一汽大众迈腾大灯进水4S店不予解决,,514131,"H88,",处理反馈,,2019款 330TSI DSG 豪华型 国VI
宝沃汽车,宝沃BX5,2020-08-26,宝沃BX5冷车启动有异响希望尽快解决,,514128,"A9,",处理反馈,,2020款 20TGDI 自动 两驱新锐型
一汽-大众奥迪,奥迪Q5L,2020-08-26,一汽大众奥迪Q5L网关不防水设计有隐患,,514127,"Q322,",信息审核,,2020款 40 TFSI 荣享时尚型
华晨宝马,宝马3系,2020-08-26,华晨宝马3系开空调时空气进气格栅异响,,514126,"H15,",信息审核,,2020款 325i M运动套装
北京奔驰,奔驰C级,2020-08-26,北京奔驰C级发动机冷却液温度高,,514123,"A191,J298,",信息审核,,2019款 C 180 L 时尚型
一汽-大众,探岳,2020-08-26,一汽大众探岳座椅晃动异响有安全隐患,,514118,"H164,H169,",用户评分,,2019款 330TSI 两驱 豪华型Plus 国VI
东风日产,逍客,2020-08-26,东风日产逍客发动机抖动故障灯亮要求解决,,514117,"A24,A34,I297,",信息审核,,2016款 2.0L CVT 豪华版
东风标致,标致3008,2020-08-26,东风标致3008蓄电池充电或供电系统故障,,514115,"H110,",处理反馈,,2015款 2.0L 自动 潮流版
华晨宝马,宝马3系,2020-08-26,华晨宝马3系右后尾灯卡扣断裂而且松动,,514112,"H220,",信息审核,,2019款 320i M运动套装
陆风汽车,陆风X7,2020-08-26,陆风X7变速箱挂挡顿挫 有时无法加速,,514111,"B19,B334,B84,",信息审核,,2015款 2.0T 全景尊享版
一汽-大众,宝来,2020-08-26,一汽大众宝来首保后行驶过程中顿挫,,514110,"B19,",处理反馈,,2020款 1.5L 自动 精英型
东风日产,劲客,2020-08-26,东风日产劲客副驾驶玻璃升降功能异常,,514105,"H67,H179,",处理反馈,,2017款 1.5L CVT 智领版
吉利汽车,帝豪GL,2020-08-26,吉利帝豪GL发动机漏油 减震器漏油,,514104,"A12,G25,",用户评分,,2017款 1.3T 自动 精英型
江淮汽车,江淮iEV6E,2020-08-26,江淮iEV6E厂家无法提供DCDC配件进行更换,,514103,"A346,I294,N318,",处理反馈,,2017款 iEV6E
吉利汽车,帝豪GL,2020-08-26,吉利帝豪GL更换离合器泵后抖动气囊故障灯亮,,514100,"C87,H103,",用户评分,,2017款 1.8L 手动 精英型
比亚迪,比亚迪S2,2020-08-26,比亚迪S2行驶中动力电池突然没电要求解决,,514099,"H343,",处理反馈,,2019款 耀·舒适型
东风标致,标致3008,2020-08-26,东风标致3008右前转向球头变形要求解决,,514098,"D57,",处理反馈,,2018款 2.0L 自动 经典版
长城汽车,哈弗M6,2020-08-26,哈弗M6雨刷器无法使用影响行车安全,,514096,"H60,J298,",处理反馈,,2018款 1.5T 手动 两驱 精英型
广汽三菱,欧蓝德,2020-08-26,广汽三菱欧蓝德主驾座椅晃动4S店无法解决,,514095,"H169,I294,J298,",厂家受理,,2018款 2.4L 四驱 精英版 5座
长城汽车,WEY VV5,2020-08-26,WEY VV5变速箱异响发动机共振希望厂家处理,,514085,"A24,B33,B19,D80,",信息审核,,2019款 2.0T 两驱 升级款超豪型 国V
北京现代,领动,2020-08-26,北京现代领动离合器变速箱异响频繁无倒挡,,514081,"B33,B246,C65,",用户评分,,2019款 1.4T 双离合 炫动·活力型
一汽-大众奥迪,奥迪A6L,2020-08-26,一汽大众奥迪A6L新车仪表台开裂,,514080,"H168,M284,",信息审核,,2020款 55 TFSI quattro 尊享动感型
